1976;IV/29.018 - Miller International Schallplatten GmbH;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31976D0915&from=EN;
1976;IV/28.980 - Pabst & Richarz/BNIA;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31976D0684&from=EN;
1976;IV/28.996 - Reuter/BASF;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31976D0743&from=EN;
1976;IV/26.186 - CSV;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31976D0593&from=EN;
1976;IV/29.020 - Vitamins;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31976D0642&from=EN;
1977;IV/29.146 - BMW Belgium NV and Belgian BMW dealers;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0155&from=EN;
1977;IV/171, IV/856, IV/172, IV/117, IV/28.173 - Campari;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0253&from=EN;
1977;IV/26.437 - Jaz-Peter;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0194&from=EN;
1977;IV/29.246 - Penneys;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0193&from=EN;
1977;IV/29.176 - Vegetable parchment;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0252&from=EN;
1977;IV/29.236 - Sopelem/Vickers;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0251&from=EN;
1977;IV/29.418 - spices;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0172&from=EN;
1977;IV/28.282: The Distillers Company Limited, Conditions of Sale and Price Terms;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0163&from=EN;
1977;IV/29.151 - Video cassette recorders;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0156&from=EN;
1977;IV/29.132 - Hugin/Liptons;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0068&from=EN;
1977;3;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0024&from=EN;
1977;IV/28.948 - Cauliflowers;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0066&from=EN;
1977;IV/147 - (Only the Dutch text is authentic;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0059&from=EN;
1977;IV/29.428: GEC-Weir Sodium Circulators;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0781&from=EN;
1977;IV/417-BPICA;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0722&from=EN;
1977;IV/312-366 - COBELPA/VNP;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0592&from=EN;
1977;IV/27.093: De Laval-Stork;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0543&from=EN;
1977;IV/28.841 - ABG/Oil companies operating in the Netherlands;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0327&from=EN;
1977;IV/27.442 - Vacuum Interrupters Ltd;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0160&from=EN;
1978;IV/29.430 - Kawasaki;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0068&from=EN;
1978;IV/29.535 - white lead;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0090&from=EN;
1978;IV/93 - EMO;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0037&from=EN;
1978;IV/1.576 - Zanussi;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0922&from=EN;
1978;IV/29.133 - WANO Schwarzpulver;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0921&from=EN;
1978;IV/28.824 - Breeders' rights - maize seed;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0823&from=EN;
1978;IV/29.440: Arthur Bell and Sons Ltd - conditions of sale;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0696&from=EN;
1978;IV/28.859: Wm. Teacher and Sons Ltd - conditions of sale;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0697&from=EN;
1978;IV/26.186 - Centraal Stikstof Verkoopkantoor;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0732&from=EN;
1978;IV/28.852 - GB-Inno-BM/Fedetab+ IV/29.127 - Mestdagh- Huyghebaert/Fedetab, IV/29.149 - Fedetab Recommendation;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0670&from=EN;
1978;IV/29.453 - SNPE-LEL;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0571&from=EN;
1978;IV/29.559 - RAI/UNITEL;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0516&from=EN;
1979;Only the Italian text is authentic;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0335&from=EN;
1979;Only the Italian text is authentic;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0334&from=EN;
1979;IV/29.595 - Pioneer Hi-Fi Equipment;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0256&from=EN;
1979;IV/223 - Transocean Marine Paint Association;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0184&from=EN;
1979;Cane Sugar Supply Agreements;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0183&from=EN;
1979;IV/29.011 - Rennet;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0234&from=EN;
1979;IV/29.672-Floral;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0182&from=EN;
1979;IV/29.021 - BP Kemi - DDSF;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0934&from=EN;
1979;3;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0670&from=EN;
1979;3;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0253&from=EN;
1979;IV/28.796 - Beecham/Parke, Davis;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0298&from=EN;
1979;IV/C-29.290 Vaessen/Moris;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0086&from=EN;
1980;IV/29.869 - Italian cast glass;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D1334&from=EN;
1980;IV/26.912 - Hennessy-Henkell;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D1333&from=EN;
1980;IV/27.442 - Vacuum Interrupters Ltd;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D1332&from=EN;
1980;IV/29.702: Johnson & Johnson;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D1283&from=EN;
1980;IV/197 - Industrieverband Solnhofener Natursteinplatten eV;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D1074&from=EN;
1980;IV/25.077-IMA Rules;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D1071&from=EN;
1980;IV/26.528 - The Distillers Co. Ltd - Victuallers;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0789&from=EN;
1980;IV/27.958 National Sulphuric Acid Association;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0917&from=EN;
1980;IV/28.553 - Krups;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31980D0489&from=EN;
1981;IV/29.995 - NAVEWA-ANSEAU;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0371&from=EN;
1981;IV/AF 512 - SA National Panasonic (Belgium;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0260&from=EN;
1981;IV/AF 511 - National Panasonic (France;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0465&from=EN;
1981;IV/30.307 - Fire insurance (D;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0174&from=EN;
1981;IV/29.971-GEMA statutes;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0204&from=EN;
1981;IV/25.757 - Hasselblad;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0367&from=EN;
1981;IV/30.188-Moët et Chandon (London;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0203&from=EN;
1981;IV/29.236 - Sopelem-Vickers;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31981D1066&from=EN;
1981;IV/29.895 - Telos;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0124&from=EN;
1981;IV/428 - VBBB/VBVB;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0123&from=EN;
1981;IV/30.211 - Comptoir commercial d'importation;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0053&from=EN;
1981;IV/29.972 - Langenscheidt/Hachette;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31982D0071&from=EN;
1981;IV/29.839 - GVL;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31981D1030&from=EN;
